0,73,64,89,104,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0
104,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31,0,0,0,0,84,0,0,0,0
0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,113,0
0,0,0,0,0,0,0,0,0,0,35,36,0,0,0,0,0,0
0,0,64,0,0,31,0,0,0,0,0,28,20,0,0,0,0,0
0,0,0,0,40,0,35,0,0,0,0,0,0,53,0,0,80,0
0,83,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,36,28,0,0,0,0,0,0,63,0,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0
0,0,0,89,0,84,0,0,0,53,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,41,0,72
0,0,0,0,0,0,0,0,0,0,0,63,0,0,41,0,0,65
0,0,0,0,0,0,113,0,0,80,0,0,0,0,0,0,0,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,65,65,0
